LINK,TITLE,LOCATION,SALARY,SUMMARY
https://kr.indeed.com/viewjob?jk=4d62f108017056a2,백엔드개발 인공지능바이오제약코스닥기업,대한민국,,"선과 신규 서비스의 UI, 기능을 설계 및 개발"" ※ 자격조건 - python 개발 경험(기본) - non-sql DB, sql DB 중 1개 이상... 사용 경험 - 풀스택 개발자 - python, C# 동시 사용"" 기타정보..."
https://kr.indeed.com/viewjob?jk=d2ec77080face34b,딥러닝 영상처리 소프트웨어 개발자,지오비전 강원도 춘천,,"이해 - C++ , Python 프로그래밍 가능 - Competition... 요건]- 컴퓨터비전 및 딥러닝 이론에 대한 전반적인 이해- C++ , Python 프로그래밍 가능경력사항: 신입, 경력(연차무관)학력사항: 대학교(4..."
https://kr.indeed.com/viewjob?jk=b4c6146c52b4dc2b,(주)테라젠바이오 데이터과제팀 계약직,테라젠바이오 수원 영통구,,"등 한 가지 이상의 Back-end Framework 경험 - Git 등의 협업 툴 사용 우대사항: - Python 사용 경험 - Linux 숙련자 - 컨테이너(Docker, k8s), 클라우드 경험 0 명 근무조건 고용형태..."
https://kr.indeed.com/viewjob?jk=68a69dd27ac61230,(데이터개발) 데이터 엔지니어,Nexon 성남 분당구,,"끊임없이 흐르는 데이터를 모니터링하고 오류를 감지하는 시스템을 구축 지원자격 - Linux 환경에서 Python, Scala, Java, Go 중 한 가지 이상의 언어로 개발이 가능하신 분 - 자료구조, 알고리즘, 데이터..."
https://kr.indeed.com/viewjob?jk=d243480177ffcf28,AI 엔지니어(ML/DL) 인공지능 데이터 기업,서울 공덕역,,"사용중인 딥러닝 모델의 개선방안 연구 - 시각화 툴을 사용한 효율적인 분석 결과 공유 * 필요 역량 - Python을 이용한 개발 경험 (pytorch, tensorflow, scikit-learn 등) - 문제에 대한..."
https://kr.indeed.com/viewjob?jk=a238d65f69f7243a,웹 개발자,온오프링크 고양 일산동구,"월급 2,500,000원","Browsing - 프레임워크 개발 경험 - DB - Server* Back-end 개발자 - Java, php, python 등 - Linux - REST API 활용 경험자 - DB - Server - CDN 연동 [근무..."
https://kr.indeed.com/viewjob?jk=f1d2a27edc0ed90f,Senior Applications Engineer - Transport...,National Instruments 서울,,"power grid, etc. Text-Based Programming, C++, VB, Java, Python, etc. Experience in developing in RT based microcontrollers..."
https://kr.indeed.com/viewjob?jk=0b05f7fff851371a,게임 런처 개발,Nexon 성남 분당구,,르고 안정적으로 게임을 실행할 수 있도록 함께 고민하고 개발하실 분을 찾습니다. 지원자격 - C++ 혹은 Python 프로그래밍 언어 능숙자 - 비동기 및 병렬처리 프로그래밍 경험 우대사항 - Modern C++ (11...
https://kr.indeed.com/viewjob?jk=318c6841866ac8d5,(주)아이옵스 소프트웨어 개발자,아이옵스 대전 유성구,,"트스트랩, 웹개발, C++, C#, python, java 등 1개 이상의... 우대사항]- 자바스크립트, 부트스트랩, 웹개발, C++, C#, python, java 등 1개 이상의 개발환경 능숙자- Windows, Linux..."
https://kr.indeed.com/viewjob?jk=29fb6625509ce9fb,2021년 상반기 정보보안 엔지니어 - 취약점 파트,인섹시큐리티 서울 금천구,,10에 대한 설명과 구현/조치 가능 - 국내 컴플라이언스 대응 경험 (주요정보통신기반시설 가이드 등) - Python 활용자 - Kali 및 Metasploit 경험자 * 자격요건과 우대사항은 필수가 아닙니다. 0 명 근무조...
https://kr.indeed.com/viewjob?jk=20d40ee61adffeca,챗봇 및 상담 플랫폼 서버 개발자 모집,카카오 4.0 성남 판교역,,"담시스템 코어 서버 개발 (kotlin/spring) QA 시스템 백엔드 서버 개발 (java/spring, python/flask) 챗봇 및 상담 통계 시스템 개발 (scala/spark) 위의 업무 중 하나에 참여하게..."
https://kr.indeed.com/viewjob?jk=d864fe9b25cf37cc,Software Engineer - Robotics,Canonical - Jobs 서울,,similar degree You have in-depth knowledge of C / C++ and Python programming You value soft skills... passionate...
https://kr.indeed.com/viewjob?jk=554d340e7cfd2c42,아이나비 컴퓨터비전/머신러닝 개발 담당 신입 및 경력 모집,팅크웨어(주) 관심기업 코스닥 성남 삼평동,,"영상처리, 3D 그래픽스 관련 경험자 - 영상처리 알고리즘, Object Tracker 경험자 - Python/C++ 개발 경험자 우대사항 - 관련분야 석/박사급 전공자 - 임베디드 프로그램 개발 경험자 - ADAS..."
https://kr.indeed.com/viewjob?jk=6215616a73db9943,게임프로그래머,Nexon 성남 분당구,,"사고 및 알고리즘 구현이 가능하신 분 우대사항 -게임 프로그래밍 기반 지식 ( 수학 / 물리 ) -C#/ Python/MS-SQL 개발 경험 -글로벌 라이브 서비스 경험 기타사항 - 업계 최고 수준의 연봉과 보상, 변화..."
https://kr.indeed.com/viewjob?jk=5b2574aec8e1d083,딥러닝 개발자 정규직,바이오에이아이 서울 강남구,,"라우드 기반 인프라 활용 - 데이터 수집, 전처리, 통합 자격 조건 - 데이터, 딥러닝 분야에 대한 이해 - Python 코딩능력 - 리눅스 사용 경험 우대 사항 - 영어 리딩 능력 - 의약분야 프로젝트 경험 - 플랫폼개발에..."
https://kr.indeed.com/viewjob?jk=62860441de1e2d5f,[Clova] Voice&Avatar 음성합성 및 Avatar 개발 체험...,네이버 서울,,"령화 모델 개발 경험을 보유하고 있는 분 머신러닝을 활용한 서비스 개발 경험을 보유하고 있는 분 C/C++, Python 등 숙련된 개발 능력이 있는 분 전형절차 및 기타사항 1 전형절차 서류전형 > 온라인 코딩테스트 > 1..."
https://kr.indeed.com/viewjob?jk=aac8e9355cb855ac,[인재풀] 아티스트,Electronic Arts 서울,,Maya or 3D Max등의 아트웍 툴 사용 경험 Max script 또는 Mel Script의 사용 경험 C# 또는 Python 언어에 대한 이해 및 활용 능력 아트웍 관련 툴 제작 또는 플러그인 제작 경험
https://kr.indeed.com/viewjob?jk=aa13332a8009c705,Application Engineer Korea,IMS Nanofabrication 경기도 화성,,"You are committing to support the team in challenging situations. Python, Office solutions and Linux experience is beneficial..."
https://kr.indeed.com/viewjob?jk=281a2bdefadcf4f9,[KSTEC] RPA 시스템 개발 경력사원,지식시스템 성남 분당구,,통신·모바일·게임>웹프로그래머>JAVA|인터넷·IT·통신·모바일·게임>웹프로그래머>.NET|인터넷·IT·통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임>웹프로그래머>HTML·DHTML·mHTML
https://kr.indeed.com/viewjob?jk=ad07d61c4b37c5cf,[전문연구요원 모집] 딥러링 기반 머신비전 연구개발,(주)트윔 관심기업 성남 삼평동,,"머신비전 알고리즘 연구 및 개발 [자격요건] - 학력 : 석사 이상 - 경력 : 신입 - C++, C# 또는 Python 경험자 - 딥러닝 알고리즘 개발 경험자 [우대사항] - 전기·전자공학 전공 - 소프트웨어공학 전공..."
https://kr.indeed.com/viewjob?jk=b69ea7994e53dba2,[SBS계열사-DMC미디어] 데이터 분석 및 운영관리 신입/경력,디엠씨미디어 서울 강남구,,인공지능)>데이터라벨링|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>빅데이터|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>데이터분석|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python
https://kr.indeed.com/viewjob?jk=a79702e8ca6af794,금융 AI 기술 연구 개발자 모집,엔씨소프트 2.7 성남 판교역,,"및 연구/문제 해결 능력 - Python 언어에 능숙하신 분 2. 해당직... Recognition, Data/Text Mining 경험 보유 - Python, SQL 활용 우대사항 - AI 관련 전공자 - 금융 도메인에 대한..."
https://kr.indeed.com/viewjob?jk=63bd0323ac917d78,[아이콘트롤스] 2020년 경력 직원 (기술연구소) 연구개발부문,HDC아이콘트롤스 성남 분당구,,"자격요건>(필수)- 데이터 엔지니어 경력 3년 이상- 프로그램 개발( Python, Java) 능력 보유- 대용량 데이 인터넷·IT·통신·모바일·게임... 통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임..."
https://kr.indeed.com/viewjob?jk=666ab6c666031193,(주)엘솔루 서비스기획 관리자,㈜엘솔루 서울,,통신·모바일·게임>웹프로그래머>HTML·DHTML·mHTML|인터넷·IT·통신·모바일·게임>웹프로그래머> Python|재무·회계·경리>세무·회계>회계|재무·회계·경리>세무·회계>전산회계|재무·회계·경리>세무·회계>회계감사
https://kr.indeed.com/viewjob?jk=71c47ac87bb4087e,기술 인턴 인공지능 응용 연구/개발 인턴,써로마인드로보틱스 서울 관악구,,"6개월) (협의) *모집 절차: 서류 à인터뷰(오프라인) *지원 자격: 프로그래밍 언어 활용 능력: Python, C, C++ 중 1가지 이상 데이터구조, 알고리즘 과목 이수 머신러닝과 딥러닝의 기본 개념 이해 머신러닝..."
https://kr.indeed.com/viewjob?jk=f5d0fb3d3241f1ef,Business Data Analyst (Intern),Soomgo 서울 강남구,,"인턴십 종료 후, 정규직으로 전환 시 Full-Time 근무가 가능한 분 • 병역필 또는 면제자 우대사항 • Python, Tableau, R을 사용하여 데이터 분석에 활용 가능 • 경영학, 통계학, 경제학, data..."
https://kr.indeed.com/viewjob?jk=68805cb58da3a7b8,서버/스토리지 운영 담당자 (경력),현대차증권 서울 영등포구,,"스토리지 운영 경력 7년 이상* 우대요건 - 금융회사 서버 인프라 운영 경험자 우대 - 스크립트(Perl, Python), 개발언어(C, Java) 작성 가능자 - 오픈소스, 미들웨어, 데이터베이스 운영 경험자* 공통지원자격..."
https://kr.indeed.com/viewjob?jk=4ec305f59ce64060,게임이상탐지 분석/개발,Nexon 성남 분당구,,"기법 적용에 필요한 프로그래밍 능력 ( Python) - SQL 활용 능력... 대시보드 개발 능력 솔루션 개발자 - 한 가지 이상의 개발 언어( Python, Java, Scala)에 숙련된 프로그래밍 능력 - Linux..."
https://kr.indeed.com/viewjob?jk=0064deb5fa9cbce0,데이터 사이언티스트 모집,카카오 4.0 성남 판교역,,"양한 실험을 통해 알고리즘을 개선합니다. 지원자격 지원자격 하나 이상의 프로그래밍 언어에 익숙한 분( Python, Java, C/C++, Scala 등) 머신러닝/딥러닝 오픈소스를 이용하여 1년 이상 특정 서비스에 모델..."
https://kr.indeed.com/viewjob?jk=97da3b7c36b4fc65,Game AI Research 분야 수시 모집,엔씨소프트 2.7 성남 판교역,,"Vision, Reinforcement Learning, NLP, Optimization, PCG 등 o Python 사용에 능숙한 사람 우대사항 o 상기 세부 R&D분야 관련 학위 소지자 o Deep Learning R..."
https://kr.indeed.com/viewjob?jk=ac9068957c550cb3,데이터 전문가(모델러/분석가/엔지니어) 모집,카카오 4.0 성남 판교역,,대용량 데이터를 효율적으로 사용하기 위한 기반 데이터 가공 지원자격 데이터 사이언스를 위한 언어(R/ Python/Scala) 및 도구(scikit-learn/Spark MLlib/Tensorflow/Pytorch 등)를...
https://kr.indeed.com/viewjob?jk=f5a55624fe53d770,Data Scientist (KOREA),No Deviation Pte Ltd 충청북도 청주,,"data visualization * Experience using tools... SAS JMP, Python, Matlab, KNIME, and SIMCA * Experience with developing..."
https://kr.indeed.com/viewjob?jk=4adac8923476d038,프랭클린템플턴투신운용 Junior Trader (Quant base 필수...,프랭클린템플턴투신 대한민국,,"object-oriented programming and intermediate programming proficiency in Python, R or MATLAB, and SQL are essential. Licenses..."
https://kr.indeed.com/viewjob?jk=e03c3db92d5c1291,"백엔드, 웹개발 경력 정규직 - 스타트업/워라밸/수평문화/연봉최대협의",티에스커리어 안양 동안구,"연봉 40,000,000원 - 50,000,000원","mindhub.aiJob Description◎ 채용제목백엔드 개발자 채용◎ 자격요건- Node.js 또는 python 개발자- React.js, Vue.js, Flask, Django 중 1가지 경험자- REST-API..."
https://kr.indeed.com/viewjob?jk=de8dda97b31b027d,Deep Learning Engineer Intern,Intel 4.1 서울,,optimization strategies Programming skills with Python/C++ Experience working with one or more deep learning frameworks...
https://kr.indeed.com/viewjob?jk=7df915e1f0f86b2d,Software Architecture 설계 엔지니어,딥엑스 성남 분당구,"연봉 40,000,000원 - 100,000,000원",경험 - Windows/Linux 상에서 C++/ Python 언어 사용 개발 경험 - C++ / Python 언어 사용 개발 경험 - 객체지향 설계에... 게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임...
https://kr.indeed.com/viewjob?jk=5dbb6f2e6801272f,데이터 분석 및 지표 개발인력 모집,엔씨소프트 2.7 성남 판교역,,"험이 많고, 게임 시스템에 대한 이해가 높으며 서비스 런칭 경험이 있으신 분 - 데이터 분석을 위한 통계툴( Python / R / SAS / SPSS 등) 활용 가능 - 빅데이터 플랫폼(Hadoop / Hive / Spark..."
https://kr.indeed.com/viewjob?jk=87309d3ff40ead61,딥러닝 AI 개발 연구원,베이리스 성남 수정구,,시스템프로그래머>임베디드(Embedded)|인터넷·IT·통신·모바일·게임>응용프로그래머>C·C++|인터넷·IT·통신·모바일·게임>응용프로그래머>Linux|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python
https://kr.indeed.com/viewjob?jk=be6c1f03fa566f8e,추천 시스템 연구/개발,카카오 4.0 성남 판교역,,"분야 석사 또는 박사 학위 소지자 적어도 하나 이상의 능숙한 프로그래밍 언어가 있으신 분 우대사항 Python, C++, GPU 프로그래밍 숙련자 TensorFlow, PyTorch, implicit 등 머신러닝/추천..."
https://kr.indeed.com/viewjob?jk=d83fc0dd2641f483,전문연구요원 (병역특례) 수시 (AI / SW 분야),딥엑스 성남 분당구,"연봉 40,000,000원 - 100,000,000원",요구 능력] - ASM/C/C++/ Python 언어 코딩 기술 - 운영체제... 경험 - Windows/Linux 상에서 C++/ Python 언어 사용 개발 경험 - C++ / Python 언어 사용 개발 경험 - 객체지향 설계에...
https://kr.indeed.com/viewjob?jk=07375dc4e800dfa9,추천 시스템 소프트웨어 엔지니어,카카오 4.0 성남 판교역,,"관련 업무 경험자 우대사항 운영체제, 네트워크, 컴파일러, 데이터베이스에 대한 이해가 깊으신 분 Python, C++, GPU 프로그래밍 숙련자 대용량/실시간 서비스 개발/운영 경험이 많으신 분 ICPC/TopCoder..."
https://kr.indeed.com/viewjob?jk=3f266a9dc0e53215,데이터 엔지니어,녹십자헬스케어 서울 영등포구,,모바일·게임>빅데이터·AI(인공지능)>데이터분석|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>데이터베이스·DBA>SQL|인터넷·IT·통신·모바일·게임>데이터베이스·DBA...
https://kr.indeed.com/viewjob?jk=75c69093d9d3fd18,하이테크(대졸자 취업연계)과정 (ICT·바이오 분야),한국폴리텍대학분당융합기술교육원 성남 분당구,,로그래머>머신러닝(ML)|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>응용프로그래머>증강현실(AR)|인터넷... 게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임...
https://kr.indeed.com/viewjob?jk=c76399cb1df3cf0b,[정보보안] 보안기반 분석 개발 담당 모집,엔씨소프트 2.7 성남 판교역,,"이기종 보안시스템의 운영업무 자동화 개발 지원자격 학력 : 무관 경력기간 : 2년 ~ 10년 필수조건 - Python 프로그래밍 언어로 개발이 가능하며, 오픈소스를 활용한 개발이 가능한 분 - 보안솔루션의 동작 원리와 연동..."
https://kr.indeed.com/viewjob?jk=0deee1a8bddd56d3,ITO/IDC 시스템 운영 경력사원 채용,한화그룹 4.2 서울,,이상 - (필수) Java Language 사용한 Solution 개발 5년 이상 - (필수) Java / Python Language 웹 및 모바일 Service 및 Solution 개발 5년 이상 - OOP/MVC/CBD...
https://kr.indeed.com/viewjob?jk=15edcadd124ad99a,매칭 데이터분석,Nexon 성남 분당구,,"최적화 된 모델을 적용하고 평가합니다. 지원자격 [이런 경험을 가진 파티원을 찾습니다.] - SQL, Python 등의 언어를 통해 데이터를 가공한 경험이 있는 분을 찾습니다. - 문제에 적합한 머신러닝 모델을 선택하고..."
https://kr.indeed.com/viewjob?jk=92e1d9727f79ae4c,[한국자산평가] 인턴 컨설팅부문,한국자산평가 서울 종로구,,인터넷·IT·통신·모바일·게임>응용프로그래머>C·C++|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>네트워크·서버·보안>Windows계열 서버운영·관리|인터넷·IT·통신·모바일·게임...
https://kr.indeed.com/viewjob?jk=23181b6977eeccbe,"딥러닝 솔루션 개발자 (이미지, 자연어, 시계열 데이터)",엔셀 성남 분당구,,모바일·게임>빅데이터·AI(인공지능)>인공지능(AI)|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>머신러닝|인터넷·IT·통신·모바일·게임>빅데이터...
https://kr.indeed.com/viewjob?jk=20d5edcd971d7643,데이터 분석 기획 담당 모집,엔씨소프트 2.7 성남 판교역,,"우대사항 빅데이터를 통한 Insight 경험 보유자 데이터 분석에 필요한 Tool 가능자 (SQL, R, Python 등) 제출서류 필수 제출서류 없음 전형단계 서류전형 1차 면접 NC TEST 2차 면접 처우협의 입사 도움..."
https://kr.indeed.com/viewjob?jk=2b09f13b5790dd69,2021년 한화시스템 방산부문 프로젝트/기간제 엔지니어 채용(상시),한화그룹 4.2 서울,,분야 경험자 [우대 요건] 무인기 GCS 개발 유경험자 SW시험/분석 도구 개발 유경험자 C/C++/C#/ Python/JAVA 프로그래밍 숙련자 0명 판교 한화인1:1문의하기 활용 지휘통제-SW 계약기간 : 입사 시...
https://kr.indeed.com/viewjob?jk=86ca783906f38dad,[TmaxTibero/기술] DBMS 제품 QA 신입 및 경력,티맥스소프트 성남 분당구,,베이스/ 소프트웨어공학 전공자 - 데이터베이스 연관 3rd Party 제품 기술지원 경험자 - Java/C/ Python/shell 초급 개발자/경험자 - S/W QA 경험자 - CDC 제품 사용 경험자 - Unix/Linux...
https://kr.indeed.com/viewjob?jk=20abdd225641e77a,"Software QA Infotainment Test Engineer,...",Tesla 경기도 성남,,"one or more scripting languages... Perl, Ruby, Python, or Bash Passionate about troubleshooting failures to determine..."
https://kr.indeed.com/viewjob?jk=d330e919051497ab,Data Scientist,Nova Measuring Instruments 경기도 화성,,long periods of time (up to 1 month each time). Programming – python proficient. Machine learning and data science experience...
https://kr.indeed.com/viewjob?jk=cfc7c0bdded5e12a,기업 인공지능(AI) 강사,모두의연구소 대한민국,,"데이터 분석 - 데이터 시각화 - EDA- 머신러닝 기반 예측모델 생성 - 각종 데이터 분석 라이브러리 활용 ( python, pandas, numpy, scipy, matplotlib, seaborn, scikit learn..."
https://kr.indeed.com/viewjob?jk=38ab8a40e6d98979,직원 수시,KIS채권평가 대한민국,,"개발 및 운영 -Django( Python)으로 개발된 시스템 운영 *필요... 버의 관리 경험 - CD/CI에 대한 구성/관리 경험 - VBA, Python 개발 경험 (3) 모집부서: <금융컨설팅본부> *포지션: 경력 *담당..."
https://kr.indeed.com/viewjob?jk=84fd9f9deb6105b0,"웹개발, Python 외 신입/경력 계약직",쿠바로엠앤씨 서울 강서구,,"주식회사 쿠바로엠앤씨 웹개발, Python 외 신입/경력 계약직 채용 모집... 게임>웹프로그래머>웹개발|인터넷·IT·통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임>웹프로그래머>백엔드|인터넷·IT·통신..."
https://kr.indeed.com/viewjob?jk=89f3e10d77a126bf,Field Service Engineer,Nearfield Instruments 경기도 용인,,"troubleshooting. Preferably to have coding capability (Matlab, Python...etc... data analysis, visualization, and algorithm..."
https://kr.indeed.com/viewjob?jk=ad436423ab5e3534,Server Engineer (Engineering Foundation),뱅크샐러드 서울 영등포구,,"대한 지식 및 판단을 토대로 뱅크샐러드 적용 가능성 제시 자격 요건 Golang/Java(Kotlin)/ Python 중 하나 이상을 이용한 서비스 설계 및 개발 경험 보유 CS Fundamental (자료 구조, 운영체제..."
https://kr.indeed.com/viewjob?jk=918468d6e12a17e8,네트워크 엔지니어링,NHN 4.4 성남 판교역,,"관리 도구 개발/운영 - 관련학과 졸업 후, 경력 3년 이상 - 리눅스 환경 개발 경력 2년 이상 - Python, Django, Javascript 관련 개발 경험 - CCNA 또는 JNCIA 이상의 자격증 보유..."
https://kr.indeed.com/viewjob?jk=673cf2e2b1d11114,(주)엘솔루 웹 개발자,㈜엘솔루 서울,,Stack 개발 유경험자. Javascript / React / Python / NodeJS 개발 유경험자 Node.js 개발 유경험자 HTML 5... ㆍJavascript / React / Python / 인터넷·IT·통신...
https://kr.indeed.com/viewjob?jk=79304a56b5a6379b,Business Analyst,Numerix 대한민국,,"engineering related research. • Broad working knowledge of Python, Excel (inc. automation skills), Relational DBs, SQL..."
https://kr.indeed.com/viewjob?jk=6cbda3681854bc6e,2021년 정규직 기업부설연구소 개발연구원 [APP 개발],현대에이아이티 충청남도 아산,"연봉 24,000,000원 - 26,000,000원","지원자격 경력 신입·경력 학력 - 성별 무관 기타 담당업무 사용기술 - java, ios, android, python 담당업무 - APP 개발 및 업그레이드 - APP 유지보수 및 성능 최적화 상세모집요강 접수기간/방법..."
https://kr.indeed.com/viewjob?jk=a38c881248da7e5e,[취업연계] 파이썬 활용 빅데이터 분석 전문가 양성과정 훈련생,한국산업기술협회 서울 금천구,,게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임... 응용프로그래머> Python|인터넷·IT·통신·모바일·게임>웹프로그래머>JAVA|인터넷·IT·통신·모바일·게임>웹프로그래머> Python|전자·기계·기술...
https://kr.indeed.com/viewjob?jk=1fe01b4bf7aa32e3,데이터 엔지니어,RIDI Corp 서울,,"에서의 데이터 파이프라인 구축 및 운영 경험 GA, Tableau 등 외부 분석/시각화 도구에 대한 지식 Python, Java, Scala 중 하나 이상을 이용한 개발 경험 추가 정보 지원 서류 안내 제출서류 : 이력..."
https://kr.indeed.com/viewjob?jk=dad6c53a2348acc5,연구소 개발부문 연구원 직원 (회로설계/하드웨어설계/머신비전/이미지프로세...,모든 경기도 광명,"연봉 42,000,000원 - 46,000,000원","프로그래밍 가능자 우대S/W 설계 부문 : - OPEN CV, TENSORFLOW, YOLO, CUDA/ Python, C++, C WindowsGUL APL, MFC Lib 활용 가능자. 머신비전/ 영상처리 개발자* 전기..."
https://kr.indeed.com/viewjob?jk=eaee1538d8cc832f,메시지발송 플랫폼 개발자,Nexon 성남 분당구,,"개발 가능하면서 python 개발 경험 소유자(또는 Python 개발 가능... NET 또는 python 개발 경력 5년이상 - 자동화를 위한 스크립트(powershell, bash, python 등) 경험 - Windows..."
https://kr.indeed.com/viewjob?jk=2def0951d12ac6d7,Korean Computational Linguist - AI (Natu...,MIND AI INC 서울 • 원격 근무,"연봉 50,000,000원","relation frameworks * Experience in programming in Perl, Python, or another scripting language * Experience in using grammars..."
https://kr.indeed.com/viewjob?jk=4741d262468f19da,[KSTEC] RPA 시스템 개발 신입사원,지식시스템 성남 분당구,,통신·모바일·게임>웹프로그래머>JAVA|인터넷·IT·통신·모바일·게임>웹프로그래머>.NET|인터넷·IT·통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임>웹프로그래머>HTML·DHTML·mHTML
https://kr.indeed.com/viewjob?jk=0e8c9121e92a0c74,"웹개발 경력자 (Python Django, 연봉 4,500~8,000만원...",미라클핀테크 서울 서초구,"연봉 45,000,000원 - 80,000,000원","1) 전자 관련 학과, 정보통신 관련 학과, 정보보호 또는 정보처리기술 관련 학과 2) 경력 4년 이상 인터넷·IT·통신·모바일·게임>웹프로그래머>백엔드"
https://kr.indeed.com/viewjob?jk=a0dda478567db352,"(주)트윔 개발자(경력직) 빅데이터,영상처리,머신비전/AI 딥러닝",트윔 경기도 화성,,"자기주도적으로 진행한 경험 - Python/C/C++ 능통자 - 데이터... RNN 등 딥러닝 이론 및 알고리즘 유경험자 - C/C++, Java, Python/TensorFlow/Caffe 사용가능자 - Matlab/R 분석..."
https://kr.indeed.com/viewjob?jk=f39f8695610d4d2f,Virtual Robotics Simulation Engineer,LG전자 3.8 서울 서초구,,"C/C++, Software Design, Debugging Skills - 스크립트 언어 개발 경험 ( Python, Bash, etc) 3. 우대사항 - ROS2 환경 개발 경험 - Unreal Engine, Unity..."
https://kr.indeed.com/viewjob?jk=f4d96f5a251c3a02,전장부품사업부 신입(석사)/경력사원,LG이노텍 4.1 서울 마곡역,,"컴퓨터/소프트웨어공학 전공자 (신입은 석사, 경력은 학사 이상 학위 소지자) - C/C++/MFC, Python, Matlab 프로그램 가능자 - 영상/신호처리/ISP개발 유경험자 - Business 영어회화 가능자..."
https://kr.indeed.com/viewjob?jk=efec71e8e5ec12ce,"연구, 연구관리 신입/경력 계약직",한국원자력의학원 2.5 서울 노원구,"연봉 40,000,000원 - 50,000,000원",인터넷·IT·통신·모바일·게임>응용프로그래머>머신러닝(ML)|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>응용프로그래머>증강현실(AR)|인터넷·IT·통신·모바일·게임>응용프로그래머...
https://kr.indeed.com/viewjob?jk=9acc17c535b42959,2021년 (신입) 전문연구요원 모집,NHN 4.4 성남 판교역,,"병역특례 전문연구요원 - Python/C++/Java/C# 개발 경험... 유연한 사고와 원활한 커뮤니케이션 능력 우대 - C/C++, Python 등 개발 숙련자 우대 공통지원자격(필수) - 해당 분야 석사 이상..."
https://kr.indeed.com/viewjob?jk=06d133676285b02e,보안 분야,NHN 4.4 성남 판교역,,"계층별/영역별 취약점에 대한 충분한 이해 - CVE 보안취약점 분석 및 대응 역량 - C, Java, Python 등을 통한 업무 자동화 및 분석도구 개발 경험 - 리버스 엔지니어링에 능숙하거나 다수의 버그바운티 참여..."
https://kr.indeed.com/viewjob?jk=75f87cec1b70b050,인공지능 연계형 인턴,LG전자 3.8 서울 서초구,,"machine learning frameworks... TensorFlow, PyTorch, Python, etc. - Knowledge of data processing, Statistics/Probability..."
https://kr.indeed.com/viewjob?jk=764c34063040edd1,Machine Learning Engineer (LINE TIMELINE...,LINE 3.8 대한민국,,"사용자 임베딩을 생성하여 추천에 활용합니다. Jupyter 환경에서 Python, Spark, Pyspark 등을 활용하여 데이터 분석하고 모델링... 대용량 데이터 처리 프레임워크와 Python, SQL 등의 언어를 능숙하게..."
https://kr.indeed.com/viewjob?jk=dfb20fa220f3c478,"빅데이터, 인공지능(AI) 외 신입/경력 인턴",스칼라웍스 대한민국,,인공지능)>인공지능(AI)|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>데이터분석|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>딥러닝
https://kr.indeed.com/viewjob?jk=55584c627df1acaa,데이터 분석가/사이언티스트(신입/인턴 가능),쏘카 제주도 제주,,"Sheet) 등 데이터 분석 도구를 원활히 다루시거나, 앞으로 원활히 다루고자 하는 의지가 높으신 분 • Python, R 등의 프로그래밍 언어 혹은 데이터 분석 언어를 1개 이상 능숙하게 사용 가능하신 분 전형절차 서류..."
https://kr.indeed.com/viewjob?jk=69d4b3c59c01a15d,Social Media Data Analyst,LINE 3.8 대한민국,,경력이 있으신 분 주체적으로 도메인 업무를 분석하여 정리하는 데 익숙하신 분 데이터 분석 및 추출을 위한 Python 언어를 사용할 수 있으신 분 긍정적으로 다른 분야의 팀과 작업 및 협업할 수 있으신 분 관계형 DB의 사용...
https://kr.indeed.com/viewjob?jk=d9bef59d503311a2,방과후 과정반 강사,신목중학교 서울 양천구,,"방과후 과정반 강사님을 모십니다. 1. 모집 분야 및 인원 : C 프로그래밍, Python 프로그래밍,기타, 바이올린, 과학 2. 지도기간: 2021.07.15. - 2021.07.30. 3. 서류 접수기간 : 2021.06..."
